day,total infections,active infections,total dead,total immune,total quarantined,total tests,total positive tests,maskEnforcement,lockdownOnTest,officeLockdown,publicLockdown,publicEvent,quarantine,contactTrace,socialDistancing
1,2,2,0,0,0,0,0,false,false,false,false,false,false,false,false
2,3,3,0,0,0,0,0,false,false,false,false,false,false,false,false
3,4,4,0,0,0,0,0,false,false,false,false,false,false,false,false
4,5,5,0,0,0,0,0,false,false,false,false,false,false,false,false
5,6,6,0,0,0,0,0,false,false,false,false,false,false,false,false
6,6,6,0,0,0,0,0,false,false,false,false,false,false,false,false
7,6,6,0,0,0,0,0,false,false,false,false,false,false,false,false
8,6,6,0,0,0,0,0,false,false,false,false,false,false,false,false
9,6,6,0,0,0,0,0,false,false,false,false,false,false,false,false
10,6,6,0,0,0,0,0,false,false,false,false,false,false,false,false
11,14,14,0,0,0,0,0,false,false,false,false,false,false,false,false
12,16,16,0,0,0,0,0,false,false,false,false,false,false,false,false
13,23,23,0,0,0,0,0,false,false,false,false,false,false,false,false
14,24,24,0,0,0,0,0,false,false,false,false,false,false,false,false
15,25,25,0,0,0,4,4,false,false,false,false,false,false,false,false
16,26,25,0,1,0,5,5,false,false,false,false,false,false,false,false
17,26,25,0,1,0,8,8,false,false,false,false,false,false,false,false
18,26,25,0,1,0,8,8,false,false,false,false,false,false,false,false
19,26,25,0,1,0,8,8,false,false,false,false,false,false,false,false
20,26,25,0,1,0,9,9,false,false,false,false,false,false,false,false
21,26,25,0,1,0,9,9,false,false,false,false,false,false,false,false
22,27,26,0,1,0,9,9,false,false,false,false,false,false,false,false
23,27,26,0,1,0,9,9,false,false,false,false,false,false,false,false
24,30,29,0,1,0,9,9,false,false,false,false,false,false,false,false
25,32,31,0,1,0,9,9,false,false,false,false,false,false,false,false
26,33,24,0,9,0,10,9,false,false,false,false,false,false,false,false
27,33,22,0,11,0,10,9,false,false,false,false,false,false,false,false
28,49,31,0,18,0,13,12,false,false,false,false,false,false,false,false
29,87,68,0,19,0,15,14,false,false,false,false,false,false,false,false
30,114,94,0,20,0,16,14,false,false,false,false,false,false,false,false
31,151,130,1,20,0,16,14,false,false,false,false,false,false,false,false
32,186,165,1,20,0,27,23,false,false,false,false,false,false,false,false
33,202,181,1,20,0,48,42,false,false,false,false,false,false,false,false
34,216,195,1,20,0,68,55,false,false,false,false,false,false,false,false
35,245,224,1,20,0,91,75,false,false,false,false,false,false,false,false
36,277,256,1,20,0,115,94,false,false,false,false,false,false,false,false
37,308,286,1,21,0,123,101,false,false,false,false,false,false,false,false
38,331,309,1,21,0,129,104,false,false,false,false,false,false,false,false
39,363,338,1,24,0,150,121,false,false,false,false,false,false,false,false
40,428,401,1,26,0,171,141,false,false,false,false,false,false,false,false
41,465,437,1,27,0,192,157,false,false,false,false,false,false,false,false
42,496,468,1,27,0,205,168,false,false,false,false,false,false,false,false
43,534,490,4,40,0,224,183,false,false,false,false,false,false,false,false
44,577,495,11,71,0,257,209,false,false,false,false,false,false,false,false
45,613,504,22,87,0,281,223,false,false,false,false,false,false,false,false
46,660,514,34,112,0,297,232,false,false,false,false,false,false,false,false
47,687,506,37,144,0,316,248,false,false,false,false,false,false,false,false
48,733,536,37,160,0,347,272,false,false,false,false,false,false,false,false
49,767,556,38,173,0,367,290,false,false,false,false,false,false,false,false
50,812,572,44,196,0,394,312,false,false,false,false,false,false,false,false
51,890,618,50,222,0,407,322,false,false,false,false,false,false,false,false
52,975,672,56,247,0,438,347,false,false,false,false,false,false,false,false
53,1071,745,58,268,0,456,362,false,false,false,false,false,false,false,false
54,1137,779,64,294,0,484,383,false,false,false,false,false,false,false,false
55,1204,781,76,347,0,526,419,false,false,false,false,false,false,false,false
56,1288,828,84,376,0,582,463,false,false,false,false,false,false,false,false
57,1366,875,93,398,0,639,511,false,false,false,false,false,false,false,false
58,1444,915,100,429,0,680,547,false,false,false,false,false,false,false,false
59,1536,964,111,461,0,720,583,false,false,false,false,false,false,false,false
60,1646,1038,116,492,0,780,632,false,false,false,false,false,false,false,false
61,1766,1111,126,529,0,823,664,false,false,false,false,false,false,false,false
62,1895,1213,131,551,0,872,704,false,false,false,false,false,false,false,false
63,2052,1324,145,583,0,928,746,false,false,false,false,false,false,false,false
64,2191,1429,153,609,0,995,800,false,false,false,false,false,false,false,false
65,2298,1491,161,646,0,1063,857,false,false,false,false,false,false,false,false
66,2396,1511,168,717,0,1141,920,false,false,false,false,false,false,false,false
67,2498,1528,182,788,0,1237,998,false,false,false,false,false,false,false,false
68,2577,1511,203,863,0,1312,1057,false,false,false,false,false,false,false,false
69,2660,1528,217,915,0,1371,1105,false,false,false,false,false,false,false,false
70,2746,1547,233,966,0,1429,1154,false,false,false,false,false,false,false,false
71,2841,1558,255,1028,0,1488,1198,false,false,false,false,false,false,false,false
72,2942,1581,268,1093,0,1540,1243,false,false,false,false,false,false,false,false
73,3035,1596,291,1148,0,1602,1292,false,false,false,false,false,false,false,false
74,3115,1584,306,1225,0,1639,1326,false,false,false,false,false,false,false,false
75,3173,1532,331,1310,0,1706,1380,false,false,false,false,false,false,false,false
76,3238,1477,354,1407,0,1772,1432,false,false,false,false,false,false,false,false
77,3283,1393,382,1508,0,1824,1470,false,false,false,false,false,false,false,false
